job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary,experience_level
Data Scientist,7,high school,15,Education,Large,Singapore,0,1,120060,Mid
Cybersecurity Analyst,8,diploma,5,Education,Large,Sweden,,4,130540,Mid
Cybersecurity Analyst,6,bachelor,7,Consulting,Small,India,,3,85823,Mid
Product Manager,11,phd,3,Retail,Medium,Canada,1,1,193385,Senior
DevOps Engineer,4,master,19,Finance,Medium,UK,,5,160900,Junior
Machine Learning Engineer,2,phd,18,Technology,Small,Singapore,1,3,144134,Fresher
Cybersecurity Analyst,15,master,13,Government,Enterprise,Canada,,1,219706,Senior
Cloud Engineer,0,phd,5,Consulting,Enterprise,UK,,4,188551,
Product Manager,14,high school,16,Healthcare,Enterprise,Singapore,1,3,191782,Senior
Business Analyst,13,phd,5,Consulting,Small,Australia,,5,123670,Senior
Data Scientist,10,phd,8,Technology,Small,Canada,,1,160635,Mid
Product Manager,10,high school,10,Technology,Startup,Singapore,0,4,127255,Mid
Machine Learning Engineer,7,diploma,2,Manufacturing,Enterprise,Germany,,3,164902,Mid
Cybersecurity Analyst,18,diploma,15,Technology,Startup,Australia,0,3,140468,Senior
Data Scientist,11,bachelor,7,Technology,Enterprise,Sweden,,1,150991,Senior
Data Analyst,11,high school,5,Manufacturing,Startup,USA,0,2,104752,Senior
Product Manager,13,diploma,3,Media,Startup,Sweden,1,3,131085,Senior
AI Engineer,19,phd,2,Healthcare,Startup,Sweden,,2,181589,Senior
Data Scientist,11,diploma,16,Media,Small,UK,0,2,134523,Senior
Machine Learning Engineer,9,bachelor,14,Technology,Large,Sweden,1,1,168371,Mid
Software Engineer,13,diploma,6,Telecom,Medium,Australia,0,1,124981,Senior
Cloud Engineer,0,high school,12,Technology,Enterprise,Canada,,4,152454,
Backend Developer,12,master,14,Government,Startup,UK,0,0,140210,Senior
DevOps Engineer,9,high school,3,Telecom,Enterprise,Remote,1,3,154575,Mid
Backend Developer,12,master,12,Media,Small,Netherlands,1,0,140151,Senior
Machine Learning Engineer,0,bachelor,6,Technology,Startup,India,1,2,75636,
Business Analyst,6,phd,12,Healthcare,Enterprise,Australia,1,2,140713,Mid
Business Analyst,11,phd,16,Telecom,Startup,USA,1,5,160899,Senior
Software Engineer,9,bachelor,5,Retail,Medium,Germany,0,0,134696,Mid
DevOps Engineer,13,master,13,Healthcare,Medium,UK,0,5,177049,Senior
AI Engineer,15,bachelor,10,Finance,Medium,Australia,0,1,155185,Senior
Software Engineer,14,bachelor,14,Government,Enterprise,Singapore,1,1,163308,Senior
Frontend Developer,8,diploma,12,Media,Medium,Australia,,1,102469,Mid
Backend Developer,1,high school,5,Media,Enterprise,USA,1,4,154017,Fresher
Software Engineer,1,master,5,Consulting,Small,Sweden,1,4,107485,Fresher
Backend Developer,4,diploma,3,Healthcare,Large,USA,1,3,148120,Junior
Data Scientist,13,master,7,Telecom,Enterprise,Germany,1,3,207683,Senior
Business Analyst,9,master,4,Government,Small,Germany,,1,119062,Mid
Data Scientist,15,bachelor,1,Healthcare,Enterprise,Singapore,1,4,168812,Senior
Cloud Engineer,2,diploma,18,Education,Enterprise,Netherlands,,5,148442,Fresher
Frontend Developer,18,high school,2,Education,Large,Canada,1,0,163608,Senior
DevOps Engineer,15,master,13,Government,Enterprise,Netherlands,,5,197830,Senior
AI Engineer,0,master,3,Media,Large,UK,0,5,174817,
Backend Developer,11,high school,3,Education,Large,Australia,,2,121327,Senior
AI Engineer,14,high school,3,Manufacturing,Medium,Sweden,1,5,166000,Senior
Backend Developer,14,master,10,Finance,Large,Germany,0,4,175457,Senior
Machine Learning Engineer,4,master,13,Manufacturing,Small,Sweden,0,0,132135,Junior
Software Engineer,8,diploma,17,Technology,Startup,Remote,,3,111453,Mid
Cloud Engineer,14,phd,13,Telecom,Startup,Singapore,0,3,149139,Senior
Business Analyst,5,diploma,17,Media,Large,Remote,,2,115496,Junior
Cybersecurity Analyst,1,master,11,Finance,Small,Australia,0,1,110451,Fresher
Backend Developer,13,diploma,14,Education,Startup,Australia,1,0,117220,Senior
AI Engineer,2,bachelor,12,Retail,Small,UK,,2,153754,Fresher
Cloud Engineer,8,diploma,10,Consulting,Medium,Sweden,1,1,130573,Mid
Data Analyst,1,phd,9,Finance,Medium,UK,1,4,122341,Fresher
Data Analyst,20,bachelor,6,Telecom,Enterprise,Singapore,0,2,152405,Senior
Data Scientist,0,phd,16,Consulting,Large,Germany,,5,166568,
Business Analyst,16,bachelor,7,Telecom,Enterprise,India,1,0,105785,Senior
Cybersecurity Analyst,20,diploma,4,Technology,Startup,Canada,,0,162339,Senior
Machine Learning Engineer,2,master,7,Healthcare,Small,Australia,0,5,136086,Fresher
AI Engineer,18,bachelor,8,Manufacturing,Enterprise,Netherlands,0,4,206368,Senior
Cybersecurity Analyst,5,bachelor,6,Telecom,Medium,Sweden,1,3,119814,Junior
Software Engineer,8,bachelor,15,Education,Startup,Australia,,3,122816,Mid
Software Engineer,9,master,18,Government,Large,Singapore,1,5,160948,Mid
AI Engineer,11,diploma,11,Media,Enterprise,Canada,0,5,224694,Senior
DevOps Engineer,14,bachelor,17,Telecom,Medium,Australia,1,4,164763,Senior
Machine Learning Engineer,4,diploma,12,Finance,Medium,Australia,0,0,127717,Junior
Cloud Engineer,10,phd,18,Telecom,Enterprise,Germany,,2,208181,Mid
Backend Developer,1,phd,16,Finance,Medium,Remote,1,2,140875,Fresher
DevOps Engineer,5,bachelor,11,Media,Large,UK,,0,156859,Junior
Backend Developer,5,high school,4,Healthcare,Medium,Sweden,,2,103573,Junior
Backend Developer,2,phd,11,Telecom,Startup,Germany,0,3,126828,Fresher
DevOps Engineer,14,high school,6,Technology,Medium,UK,,3,155182,Senior
Data Scientist,8,high school,19,Manufacturing,Startup,India,0,2,93058,Mid
Data Analyst,15,high school,7,Healthcare,Large,Netherlands,1,2,126260,Senior
Backend Developer,2,diploma,12,Consulting,Small,Remote,0,0,92145,Fresher
DevOps Engineer,8,phd,14,Healthcare,Enterprise,Canada,1,0,219580,Mid
DevOps Engineer,16,phd,8,Healthcare,Startup,USA,1,3,210825,Senior
Frontend Developer,20,diploma,3,Manufacturing,Small,India,0,0,83530,Senior
Cybersecurity Analyst,9,diploma,18,Healthcare,Startup,Sweden,1,2,117025,Mid
Product Manager,2,high school,18,Retail,Startup,Singapore,0,0,93575,Fresher
Data Scientist,8,bachelor,16,Manufacturing,Medium,Canada,,4,162482,Mid
Business Analyst,10,bachelor,19,Manufacturing,Startup,Canada,0,1,121037,Mid
Product Manager,12,diploma,13,Technology,Small,Australia,1,0,146527,Senior
Cybersecurity Analyst,9,master,14,Technology,Startup,Remote,1,4,133380,Mid
Cybersecurity Analyst,19,diploma,1,Retail,Large,Remote,0,4,166204,Senior
Cybersecurity Analyst,10,high school,2,Manufacturing,Medium,UK,1,2,146051,Mid
Product Manager,5,master,8,Education,Medium,Singapore,0,2,129675,Junior
AI Engineer,3,phd,5,Finance,Medium,India,1,4,114956,Junior
Data Analyst,0,master,4,Healthcare,Startup,Canada,,3,94714,
DevOps Engineer,3,high school,4,Government,Startup,USA,1,1,124743,Junior
Machine Learning Engineer,20,bachelor,7,Manufacturing,Enterprise,Sweden,0,2,200088,Senior
AI Engineer,0,diploma,14,Consulting,Large,Netherlands,0,3,142542,
Business Analyst,4,bachelor,2,Healthcare,Medium,Australia,0,1,90319,Junior
Data Analyst,16,phd,9,Education,Enterprise,Singapore,0,0,162041,Senior
Software Engineer,8,phd,1,Manufacturing,Medium,Netherlands,,0,126418,Mid
Cybersecurity Analyst,0,phd,15,Technology,Medium,Germany,1,2,155680,
Backend Developer,2,high school,18,Manufacturing,Enterprise,USA,1,2,156823,Fresher
Machine Learning Engineer,19,high school,5,Healthcare,Medium,Australia,1,1,156555,Senior
Data Scientist,16,diploma,8,Healthcare,Large,Germany,1,1,167856,Senior
Business Analyst,2,phd,3,Technology,Startup,India,1,0,73692,Fresher
Machine Learning Engineer,14,phd,12,Telecom,Startup,Germany,1,5,186196,Senior
Cybersecurity Analyst,9,master,7,Manufacturing,Medium,USA,,3,188085,Mid
Backend Developer,15,phd,14,Consulting,Enterprise,Sweden,1,3,192612,Senior
AI Engineer,15,high school,9,Consulting,Enterprise,Singapore,0,3,190265,Senior
Backend Developer,3,master,18,Consulting,Large,Remote,0,1,134203,Junior
Product Manager,3,diploma,14,Consulting,Medium,Canada,0,4,150118,Junior
Backend Developer,14,high school,15,Media,Large,Sweden,1,5,154630,Senior
Product Manager,10,phd,1,Technology,Small,India,,3,87584,Mid
AI Engineer,2,phd,12,Media,Medium,Germany,,0,168376,Fresher
Cloud Engineer,13,diploma,6,Consulting,Large,Singapore,0,3,146544,Senior
Cybersecurity Analyst,19,master,1,Technology,Enterprise,Singapore,,4,189344,Senior
Product Manager,20,diploma,7,Retail,Small,Australia,,5,153202,Senior
Data Scientist,13,phd,14,Telecom,Small,Germany,1,3,180365,Senior
Backend Developer,1,bachelor,12,Telecom,Medium,Netherlands,0,0,99938,Fresher
Backend Developer,8,bachelor,6,Finance,Startup,UK,,4,119892,Mid
Data Scientist,8,diploma,13,Healthcare,Large,Singapore,1,0,137705,Mid
Software Engineer,15,bachelor,2,Retail,Large,Canada,,5,180809,Senior
DevOps Engineer,7,diploma,18,Retail,Enterprise,USA,1,0,190616,Mid
Cloud Engineer,0,bachelor,4,Finance,Startup,USA,1,4,136633,
Business Analyst,6,bachelor,9,Retail,Startup,India,1,4,70039,Mid
Product Manager,6,bachelor,17,Education,Medium,UK,0,2,158150,Mid
Data Scientist,5,bachelor,16,Manufacturing,Large,India,1,1,99684,Junior
AI Engineer,19,bachelor,4,Technology,Startup,UK,0,5,176482,Senior
Product Manager,18,high school,14,Education,Medium,Germany,,3,166022,Senior
DevOps Engineer,0,diploma,19,Education,Large,UK,0,0,136133,
AI Engineer,2,bachelor,18,Telecom,Enterprise,UK,0,5,213017,Fresher
Machine Learning Engineer,0,high school,7,Manufacturing,Small,Australia,1,1,101100,
Cybersecurity Analyst,9,high school,19,Telecom,Medium,Canada,0,3,153359,Mid
Backend Developer,12,master,6,Consulting,Medium,Canada,1,3,178524,Senior
Machine Learning Engineer,2,master,2,Telecom,Startup,UK,1,4,141297,Fresher
Product Manager,9,bachelor,2,Consulting,Enterprise,Singapore,,1,155112,Mid
DevOps Engineer,5,high school,8,Telecom,Enterprise,Singapore,,3,135155,Junior
Cloud Engineer,16,bachelor,6,Education,Medium,Australia,1,5,156314,Senior
Cybersecurity Analyst,16,master,4,Technology,Medium,Remote,0,1,151970,Senior
Product Manager,14,high school,11,Government,Large,India,0,4,111663,Senior
Data Scientist,3,diploma,17,Technology,Medium,Netherlands,,1,115758,Junior
Data Analyst,10,phd,9,Government,Enterprise,UK,0,3,174413,Mid
Product Manager,7,phd,6,Healthcare,Enterprise,Germany,1,3,209720,Mid
Cybersecurity Analyst,3,master,11,Telecom,Startup,Remote,0,3,115695,Junior
Backend Developer,20,bachelor,18,Manufacturing,Medium,Canada,0,3,187476,Senior
Backend Developer,10,high school,14,Government,Medium,USA,1,3,157874,Mid
Product Manager,2,high school,17,Telecom,Medium,Germany,,0,130986,Fresher
AI Engineer,5,diploma,10,Technology,Enterprise,India,,3,117626,Junior
Data Analyst,10,master,12,Finance,Small,India,1,4,79399,Mid
Data Scientist,1,phd,5,Education,Enterprise,Sweden,1,3,154270,Fresher
Product Manager,0,diploma,13,Manufacturing,Startup,Canada,0,3,125323,
AI Engineer,5,bachelor,3,Finance,Large,Sweden,,1,150776,Junior
Backend Developer,3,high school,10,Manufacturing,Large,UK,0,0,113682,Junior
Backend Developer,6,diploma,2,Technology,Enterprise,Netherlands,0,2,119020,Mid
DevOps Engineer,14,phd,1,Technology,Enterprise,UK,,2,225585,Senior
Product Manager,4,bachelor,16,Consulting,Startup,Australia,,0,103246,Junior
Data Analyst,1,bachelor,2,Media,Startup,Singapore,,5,76120,Fresher
Software Engineer,1,master,6,Finance,Small,UK,0,5,120724,Fresher
Data Analyst,5,diploma,10,Government,Medium,India,0,2,66655,Junior
Backend Developer,7,bachelor,1,Technology,Enterprise,India,0,0,94515,Mid
Backend Developer,16,phd,19,Telecom,Startup,Australia,1,5,165120,Senior
Machine Learning Engineer,2,phd,3,Telecom,Startup,UK,,0,136855,Fresher
Backend Developer,4,diploma,1,Retail,Startup,Australia,,2,81070,Junior
Data Scientist,1,phd,1,Education,Startup,Germany,1,5,124013,Fresher
Business Analyst,12,diploma,17,Government,Enterprise,UK,1,1,163107,Senior
Product Manager,10,phd,9,Consulting,Medium,Germany,,4,181329,Mid
Data Analyst,2,phd,2,Manufacturing,Small,Canada,1,0,117155,Fresher
Business Analyst,11,high school,5,Telecom,Enterprise,Sweden,,0,110382,Senior
AI Engineer,4,high school,1,Retail,Startup,Netherlands,0,5,112183,Junior
Software Engineer,15,bachelor,5,Finance,Medium,Australia,1,2,145140,Senior
Data Scientist,13,bachelor,14,Media,Large,India,0,2,109157,Senior
Cybersecurity Analyst,8,diploma,9,Manufacturing,Medium,Sweden,1,4,121082,Mid
Frontend Developer,1,bachelor,14,Consulting,Large,Singapore,,1,106182,Fresher
Data Analyst,7,master,10,Technology,Small,Singapore,,1,95343,Mid
Business Analyst,16,phd,13,Retail,Startup,Netherlands,1,3,136590,Senior
Cybersecurity Analyst,13,bachelor,13,Technology,Small,India,0,3,100825,Senior
Software Engineer,5,master,19,Manufacturing,Medium,Remote,,3,127005,Junior
Cybersecurity Analyst,0,diploma,1,Consulting,Small,Canada,1,1,109523,
Data Scientist,20,high school,17,Telecom,Small,India,,1,93279,Senior
Data Scientist,8,master,15,Media,Enterprise,USA,0,5,228422,Mid
Machine Learning Engineer,14,high school,11,Telecom,Large,UK,0,2,176169,Senior
Frontend Developer,11,high school,19,Consulting,Medium,Australia,0,4,118210,Senior
Product Manager,15,diploma,14,Education,Enterprise,Australia,0,5,191668,Senior
Cybersecurity Analyst,12,master,17,Retail,Enterprise,Sweden,,4,189252,Senior
Machine Learning Engineer,13,bachelor,18,Telecom,Small,Canada,0,3,183042,Senior
Data Scientist,10,high school,14,Technology,Small,Remote,,2,116004,Mid
Data Scientist,9,master,12,Retail,Medium,USA,1,3,194130,Mid
Business Analyst,3,master,11,Telecom,Large,Netherlands,1,5,126312,Junior
Backend Developer,6,bachelor,4,Finance,Small,Singapore,1,2,106402,Mid
Frontend Developer,0,bachelor,6,Media,Large,Sweden,0,1,99387,
Cybersecurity Analyst,3,high school,8,Government,Large,Netherlands,1,1,117671,Junior
Cybersecurity Analyst,13,phd,3,Retail,Startup,Singapore,0,5,137123,Senior
Software Engineer,19,bachelor,1,Consulting,Large,Remote,0,4,162204,Senior
Machine Learning Engineer,4,bachelor,5,Telecom,Startup,Netherlands,0,5,117245,Junior
Software Engineer,11,phd,11,Education,Startup,Netherlands,,1,127996,Senior
Machine Learning Engineer,2,diploma,18,Technology,Small,Netherlands,0,2,122020,Fresher
AI Engineer,1,high school,7,Technology,Medium,Australia,,4,127977,Fresher
Data Scientist,1,diploma,3,Technology,Medium,Netherlands,,5,98218,Fresher
Backend Developer,10,high school,15,Government,Medium,UK,,1,127304,Mid
Business Analyst,3,master,11,Telecom,Enterprise,Canada,,4,143314,Junior
Backend Developer,8,high school,15,Government,Large,Sweden,0,2,123916,Mid
Backend Developer,0,phd,14,Healthcare,Small,India,0,1,78855,
Backend Developer,17,bachelor,1,Finance,Large,Singapore,1,4,151532,Senior
Software Engineer,20,high school,8,Technology,Large,Germany,0,0,161508,Senior
Machine Learning Engineer,17,diploma,15,Retail,Small,USA,,3,202624,Senior
Cloud Engineer,1,diploma,16,Media,Large,USA,,4,174025,Fresher
AI Engineer,20,high school,13,Retail,Startup,Remote,0,0,155205,Senior
Data Analyst,14,bachelor,4,Telecom,Large,Canada,1,2,150047,Senior
Backend Developer,6,bachelor,14,Media,Large,India,1,5,95276,Mid
Product Manager,17,diploma,18,Retail,Startup,Netherlands,1,1,143471,Senior
Software Engineer,1,diploma,6,Technology,Medium,Australia,1,5,113626,Fresher
Frontend Developer,4,master,18,Telecom,Large,Australia,0,3,132099,Junior
Business Analyst,17,bachelor,14,Media,Small,Australia,0,3,123054,Senior
Data Analyst,18,high school,10,Government,Small,Canada,1,0,131033,Senior
Cloud Engineer,17,bachelor,3,Government,Large,India,,1,117073,Senior
Product Manager,16,master,12,Technology,Startup,Canada,0,4,179822,Senior
Cloud Engineer,16,phd,3,Healthcare,Medium,Canada,1,5,200631,Senior
Data Analyst,3,bachelor,19,Education,Startup,Singapore,1,2,93785,Junior
Backend Developer,4,bachelor,10,Consulting,Enterprise,Canada,,0,157751,Junior
Product Manager,8,diploma,14,Telecom,Medium,Remote,1,2,136663,Mid
Cloud Engineer,17,master,6,Consulting,Medium,Netherlands,,3,168990,Senior
Business Analyst,7,high school,10,Healthcare,Medium,Netherlands,0,0,86299,Mid
Machine Learning Engineer,8,diploma,14,Consulting,Large,India,1,2,116536,Mid
Data Scientist,7,phd,2,Retail,Small,UK,0,5,156407,Mid
Machine Learning Engineer,1,master,15,Retail,Medium,Germany,,1,153739,Fresher
Data Analyst,10,phd,13,Education,Medium,Singapore,1,4,135596,Mid
Software Engineer,1,bachelor,15,Retail,Small,Singapore,,3,102866,Fresher
Data Scientist,16,high school,7,Education,Medium,Australia,0,0,127078,Senior
AI Engineer,1,diploma,1,Telecom,Enterprise,Netherlands,0,2,155170,Fresher
Business Analyst,3,master,19,Manufacturing,Enterprise,Canada,,2,161028,Junior
AI Engineer,4,master,2,Technology,Small,Germany,1,1,151331,Junior
Product Manager,11,master,4,Manufacturing,Enterprise,USA,0,4,234512,Senior
Cybersecurity Analyst,12,high school,18,Government,Medium,Netherlands,,4,136858,Senior
Data Scientist,17,diploma,3,Education,Medium,Remote,0,4,141290,Senior
AI Engineer,17,master,13,Consulting,Startup,Sweden,0,2,164877,Senior
AI Engineer,4,high school,16,Education,Medium,Canada,0,3,169051,Junior
Cloud Engineer,13,high school,9,Telecom,Startup,Australia,1,3,132717,Senior
Machine Learning Engineer,19,diploma,18,Consulting,Enterprise,Sweden,,0,202383,Senior
Cloud Engineer,16,bachelor,1,Media,Medium,Remote,,4,141064,Senior
Data Scientist,4,bachelor,17,Government,Medium,Germany,,0,127972,Junior
Data Scientist,20,bachelor,9,Retail,Enterprise,Remote,1,0,186145,Senior
Data Analyst,18,high school,19,Retail,Medium,Canada,0,2,146510,Senior
Cloud Engineer,17,master,10,Finance,Startup,UK,1,0,172272,Senior
DevOps Engineer,15,bachelor,9,Government,Startup,Australia,0,0,135004,Senior
Frontend Developer,1,master,17,Technology,Large,Netherlands,1,0,126042,Fresher
Machine Learning Engineer,4,master,7,Telecom,Enterprise,Sweden,,0,168386,Junior
Data Scientist,5,diploma,1,Education,Startup,Australia,,5,102224,Junior
Data Analyst,18,diploma,4,Manufacturing,Small,Singapore,1,5,124986,Senior
Cybersecurity Analyst,17,bachelor,4,Media,Enterprise,UK,0,5,210569,Senior
Cloud Engineer,4,diploma,16,Healthcare,Medium,UK,1,3,149972,Junior
Machine Learning Engineer,8,high school,1,Education,Medium,Sweden,,2,115386,Mid
Cybersecurity Analyst,6,high school,11,Consulting,Medium,Canada,1,4,145964,Mid
Cloud Engineer,12,high school,16,Media,Enterprise,UK,,5,180482,Senior
AI Engineer,19,diploma,16,Telecom,Startup,Germany,1,5,193229,Senior
Cybersecurity Analyst,20,diploma,9,Media,Medium,Sweden,1,4,149184,Senior
Data Analyst,17,master,4,Manufacturing,Medium,Remote,,3,124891,Senior
Machine Learning Engineer,11,diploma,18,Government,Small,Australia,0,2,142106,Senior
Backend Developer,5,phd,2,Healthcare,Large,Germany,,0,146613,Junior
Product Manager,17,phd,16,Media,Large,Australia,,3,200568,Senior
